bp	match_score	direction
44	35.460398	rev_0
45	38.606900	rev_0
46	39.355845	rev_0
47	39.761726	rev_0
48	40.287010	rev_0
49	34.135492	rev_0
50	34.073273	rev_0
51	35.752635	rev_0
52	31.227193	rev_0
53	34.565676	rev_0
54	39.566791	rev_0
55	38.697195	rev_0
56	41.761473	rev_0
57	42.775300	rev_0
58	39.672368	rev_0
59	37.826159	rev_0
60	38.454241	rev_0
61	42.625776	rev_0
62	40.164979	rev_0
63	44.471930	rev_0
64	45.951131	rev_0
65	38.780918	rev_0
66	41.707503	rev_0
67	40.811666	rev_0
68	36.884726	rev_0
69	42.834112	rev_0
70	38.285253	rev_0
71	29.107835	rev_0
72	37.172962	rev_0
73	42.606901	rev_0
74	41.825381	rev_0
75	51.943034	rev_0
0	34.247792	fwd_1
1	35.039037	fwd_1
2	37.689307	fwd_1
3	41.085085	fwd_1
4	42.596440	fwd_1
5	42.848173	fwd_1
6	42.172405	fwd_1
7	43.938644	fwd_1
8	38.160702	fwd_1
9	41.873538	fwd_1
10	49.674735	fwd_1
11	43.656548	fwd_1
12	39.314771	fwd_1
13	45.886110	fwd_1
14	44.359170	fwd_1
15	38.628583	fwd_1
16	46.374044	fwd_1
17	53.954886	fwd_1
18	49.859615	fwd_1
19	44.848330	fwd_1
20	43.940539	fwd_1
21	42.607895	fwd_1
22	36.322295	fwd_1
23	41.557472	fwd_1
24	43.232948	fwd_1
25	39.441899	fwd_1
26	38.406827	fwd_1
27	43.967847	fwd_1
28	44.029873	fwd_1
29	39.144261	fwd_1
30	37.231558	fwd_1
31	36.703822	fwd_1
32	36.815082	fwd_1
33	39.822295	fwd_1
34	40.508057	fwd_1
35	38.610102	fwd_1
36	37.816955	fwd_1
37	39.978148	fwd_1
38	36.483015	fwd_1
39	35.254207	fwd_1
40	40.694337	fwd_1
41	42.832328	fwd_1
42	37.737019	fwd_1
43	32.588331	fwd_1
44	35.925322	fwd_1
45	39.952341	fwd_1
46	34.866588	fwd_1
47	39.469377	fwd_1
48	36.814711	fwd_1
49	35.316007	fwd_1
50	34.698370	fwd_1
51	32.493307	fwd_1
52	33.926644	fwd_1
53	33.493686	fwd_1
54	36.704937	fwd_1
55	37.802684	fwd_1
56	39.867073	fwd_1
57	34.739723	fwd_1
58	37.244299	fwd_1
59	39.402040	fwd_1
60	35.555591	fwd_1
61	39.943652	fwd_1
62	43.270422	fwd_1
63	42.263451	fwd_1
64	40.976480	fwd_1
65	39.871946	fwd_1
66	40.829114	fwd_1
67	36.764366	fwd_1
68	35.953442	fwd_1
69	37.080408	fwd_1
70	31.918593	fwd_1
71	27.839193	fwd_1
72	25.736862	fwd_1
73	27.282831	fwd_1
74	40.266474	fwd_1
75	43.030972	fwd_1
0	37.283490	rev_1
1	33.527426	rev_1
2	35.025838	rev_1
3	38.993522	rev_1
4	43.115735	rev_1
5	35.382338	rev_1
6	36.461126	rev_1
7	44.096584	rev_1
8	39.186174	rev_1
9	42.336063	rev_1
10	49.928440	rev_1
11	51.707252	rev_1
12	47.728848	rev_1
13	53.066854	rev_1
14	53.708599	rev_1
15	52.510935	rev_1
16	53.864179	rev_1
17	56.819134	rev_1
18	52.999233	rev_1
19	43.373730	rev_1
20	39.576549	rev_1
21	41.468491	rev_1
22	34.093418	rev_1
23	33.523100	rev_1
24	33.180165	rev_1
25	35.757966	rev_1
26	41.485550	rev_1
27	43.388683	rev_1
28	36.526365	rev_1
29	34.336438	rev_1
30	38.217858	rev_1
31	36.907530	rev_1
32	35.576063	rev_1
33	38.016157	rev_1
34	44.319322	rev_1
35	44.926115	rev_1
36	37.836170	rev_1
37	35.581828	rev_1
38	34.610155	rev_1
39	34.807049	rev_1
40	39.352859	rev_1
41	36.480015	rev_1
42	37.088299	rev_1
43	39.474391	rev_1
44	39.990902	rev_1
45	39.621302	rev_1
46	40.568530	rev_1
47	41.007603	rev_1
48	36.531269	rev_1
49	36.479367	rev_1
50	32.953622	rev_1
51	33.535879	rev_1
52	34.294157	rev_1
53	37.767023	rev_1
54	40.451291	rev_1
55	42.087492	rev_1
56	44.794320	rev_1
57	43.012577	rev_1
58	38.218563	rev_1
59	35.412750	rev_1
60	32.826099	rev_1
61	37.449883	rev_1
62	37.345189	rev_1
63	35.114328	rev_1
64	37.150151	rev_1
65	37.848044	rev_1
66	35.998334	rev_1
67	40.255074	rev_1
68	40.788333	rev_1
69	36.450601	rev_1
70	35.002396	rev_1
71	30.331097	rev_1
72	33.793428	rev_1
73	38.353031	rev_1
74	42.902125	rev_1
75	42.926250	rev_1
0	33.729880	fwd_2
1	32.359106	fwd_2
2	36.818999	fwd_2
3	39.724605	fwd_2
4	39.369482	fwd_2
5	42.087282	fwd_2
6	41.211967	fwd_2
7	40.571591	fwd_2
8	44.859631	fwd_2
9	46.553996	fwd_2
10	44.690738	fwd_2
11	38.733775	fwd_2
12	33.362495	fwd_2
13	35.008082	fwd_2
14	34.931248	fwd_2
15	41.060392	fwd_2
16	44.367869	fwd_2
17	37.547166	fwd_2
18	35.255873	fwd_2
19	35.716917	fwd_2
20	41.014763	fwd_2
21	43.625549	fwd_2
22	41.823818	fwd_2
23	40.668995	fwd_2
24	42.883819	fwd_2
25	39.381997	fwd_2
26	32.946452	fwd_2
27	34.168321	fwd_2
28	36.137029	fwd_2
29	36.385254	fwd_2
30	37.837639	fwd_2
31	42.088741	fwd_2
32	45.975918	fwd_2
33	44.439731	fwd_2
34	50.040988	fwd_2
35	44.983940	fwd_2
36	36.392571	fwd_2
37	41.709410	fwd_2
38	40.520184	fwd_2
39	32.862480	fwd_2
40	32.688785	fwd_2
41	31.415927	fwd_2
42	36.435049	fwd_2
43	37.927029	fwd_2
44	39.429559	fwd_2
45	43.035870	fwd_2
46	38.676383	fwd_2
47	36.536562	fwd_2
48	38.859870	fwd_2
49	36.639420	fwd_2
50	42.686885	fwd_2
51	43.587158	fwd_2
52	35.691020	fwd_2
53	34.141880	fwd_2
54	33.998159	fwd_2
55	36.622430	fwd_2
56	33.822427	fwd_2
57	41.795213	fwd_2
58	48.312177	fwd_2
59	49.017011	fwd_2
60	48.739920	fwd_2
61	49.423650	fwd_2
62	45.356942	fwd_2
63	37.399477	fwd_2
64	40.982858	fwd_2
65	46.372888	fwd_2
66	45.808789	fwd_2
67	47.632034	fwd_2
68	51.027207	fwd_2
69	45.137309	fwd_2
70	32.649365	fwd_2
71	30.020156	fwd_2
72	33.529178	fwd_2
73	41.750027	fwd_2
74	40.303684	fwd_2
75	40.015988	fwd_2
0	35.315764	rev_2
1	36.262287	rev_2
2	39.200136	rev_2
3	41.323430	rev_2
4	36.987416	rev_2
5	38.940287	rev_2
6	41.547551	rev_2
7	39.339018	rev_2
8	42.975591	rev_2
9	44.142106	rev_2
10	39.298526	rev_2
11	33.781736	rev_2
12	32.007454	rev_2
13	35.277990	rev_2
14	42.163426	rev_2
15	40.611311	rev_2
16	41.535525	rev_2
17	35.639065	rev_2
18	36.747634	rev_2
19	39.585147	rev_2
20	38.949806	rev_2
21	41.819001	rev_2
22	42.257171	rev_2
23	41.037455	rev_2
24	41.906947	rev_2
25	36.893235	rev_2
26	35.280366	rev_2
27	38.944787	rev_2
28	38.102948	rev_2
29	36.022984	rev_2
30	42.373498	rev_2
31	44.045626	rev_2
32	44.209840	rev_2
33	45.827555	rev_2
34	46.695059	rev_2
35	40.235700	rev_2
36	35.869985	rev_2
37	37.567545	rev_2
38	37.981774	rev_2
39	34.750882	rev_2
40	32.600575	rev_2
41	35.958108	rev_2
42	36.282561	rev_2
43	42.854692	rev_2
44	46.379805	rev_2
45	44.073960	rev_2
46	39.579049	rev_2
47	35.568493	rev_2
48	38.226391	rev_2
49	34.380890	rev_2
50	33.654811	rev_2
51	35.951226	rev_2
52	31.248503	rev_2
53	30.208454	rev_2
54	26.094552	rev_2
55	32.580173	rev_2
56	36.939553	rev_2
57	37.504014	rev_2
58	44.498769	rev_2
59	48.235836	rev_2
60	46.595735	rev_2
61	45.929843	rev_2
62	39.406081	rev_2
63	34.390014	rev_2
64	33.209640	rev_2
65	40.840083	rev_2
66	48.055465	rev_2
67	47.480255	rev_2
68	50.467259	rev_2
69	44.727694	rev_2
70	38.838960	rev_2
71	40.638394	rev_2
72	41.230369	rev_2
73	45.591114	rev_2
74	44.365658	rev_2
75	40.583389	rev_2
0	42.500112	fwd_3
1	40.576438	fwd_3
2	40.133030	fwd_3
3	52.766716	fwd_3
4	51.437711	fwd_3
5	47.944936	fwd_3
6	42.424065	fwd_3
7	36.481367	fwd_3
8	35.406212	fwd_3
9	34.696967	fwd_3
10	37.567371	fwd_3
11	34.463631	fwd_3
12	34.668349	fwd_3
13	38.375015	fwd_3
14	41.502078	fwd_3
15	42.193894	fwd_3
16	44.495427	fwd_3
17	43.163863	fwd_3
18	36.617498	fwd_3
19	33.114605	fwd_3
20	34.661051	fwd_3
21	38.422508	fwd_3
22	41.899201	fwd_3
23	43.575405	fwd_3
24	38.919397	fwd_3
25	32.756134	fwd_3
26	34.587835	fwd_3
27	35.520255	fwd_3
28	35.873212	fwd_3
29	33.935061	fwd_3
30	32.981162	fwd_3
31	36.758096	fwd_3
32	34.124632	fwd_3
33	35.203212	fwd_3
34	40.444180	fwd_3
35	37.507856	fwd_3
36	34.484092	fwd_3
37	36.884222	fwd_3
38	38.051318	fwd_3
39	38.728528	fwd_3
40	32.839227	fwd_3
41	32.958417	fwd_3
42	34.819990	fwd_3
43	30.130687	fwd_3
44	35.260674	fwd_3
45	35.266568	fwd_3
46	35.617144	fwd_3
47	40.256200	fwd_3
48	42.855981	fwd_3
49	38.277291	fwd_3
50	43.225832	fwd_3
51	41.061732	fwd_3
52	37.697240	fwd_3
53	38.998575	fwd_3
54	38.365813	fwd_3
55	38.271893	fwd_3
56	42.075644	fwd_3
57	44.154683	fwd_3
58	41.752629	fwd_3
59	39.678864	fwd_3
60	41.925354	fwd_3
61	41.104931	fwd_3
62	44.919020	fwd_3
63	49.212056	fwd_3
64	53.347380	fwd_3
65	41.656858	fwd_3
66	41.183440	fwd_3
67	40.961950	fwd_3
68	33.292141	fwd_3
69	34.265116	fwd_3
70	35.686709	fwd_3
71	29.668983	fwd_3
72	35.671154	fwd_3
73	45.613431	fwd_3
74	43.294479	fwd_3
75	45.730808	fwd_3
0	44.123097	rev_3
1	43.714506	rev_3
2	46.165759	rev_3
3	54.000831	rev_3
4	45.986205	rev_3
5	35.754709	rev_3
6	35.643869	rev_3
7	29.709787	rev_3
8	30.276918	rev_3
9	33.135521	rev_3
10	35.873272	rev_3
11	37.950500	rev_3
12	39.811755	rev_3
13	42.624336	rev_3
14	45.514094	rev_3
15	48.136756	rev_3
16	45.890393	rev_3
17	34.602456	rev_3
18	26.621648	rev_3
19	25.034944	rev_3
20	30.459375	rev_3
21	37.089670	rev_3
22	41.106441	rev_3
23	39.625580	rev_3
24	37.686003	rev_3
25	39.301581	rev_3
26	42.874686	rev_3
27	40.537788	rev_3
28	41.198228	rev_3
29	42.098557	rev_3
30	34.262238	rev_3
31	38.865638	rev_3
32	40.668162	rev_3
33	31.033576	rev_3
34	30.720709	rev_3
35	28.125751	rev_3
36	26.284020	rev_3
37	32.901231	rev_3
38	37.086060	rev_3
39	36.587184	rev_3
40	40.003762	rev_3
41	39.752456	rev_3
42	39.042279	rev_3
43	38.579854	rev_3
44	38.051807	rev_3
45	36.381405	rev_3
46	42.488230	rev_3
47	42.282666	rev_3
48	37.169593	rev_3
49	37.077307	rev_3
50	42.753374	rev_3
51	35.801049	rev_3
52	32.841708	rev_3
53	35.810779	rev_3
54	40.045164	rev_3
55	40.810872	rev_3
56	45.127252	rev_3
57	46.077676	rev_3
58	42.002332	rev_3
59	42.761469	rev_3
60	43.702199	rev_3
61	39.541524	rev_3
62	44.738233	rev_3
63	49.031018	rev_3
64	47.713263	rev_3
65	41.788768	rev_3
66	42.273048	rev_3
67	40.974509	rev_3
68	40.480967	rev_3
69	36.511896	rev_3
70	36.855387	rev_3
71	35.451435	rev_3
72	39.218687	rev_3
73	42.902410	rev_3
74	39.441705	rev_3
75	37.787815	rev_3
0	38.800356	fwd_4
1	39.235580	fwd_4
2	43.178719	fwd_4
3	45.781536	fwd_4
4	38.972175	fwd_4
5	35.277499	fwd_4
6	39.542755	fwd_4
7	45.287714	fwd_4
8	45.479323	fwd_4
9	45.502092	fwd_4
10	36.612854	fwd_4
11	34.340412	fwd_4
12	29.224909	fwd_4
13	27.685449	fwd_4
14	36.882863	fwd_4
15	41.439545	fwd_4
16	39.090721	fwd_4
17	42.354889	fwd_4
18	42.018680	fwd_4
19	37.219132	fwd_4
20	39.156230	fwd_4
21	41.639097	fwd_4
22	35.617732	fwd_4
23	33.412758	fwd_4
24	40.091499	fwd_4
25	45.331496	fwd_4
26	39.122908	fwd_4
27	38.142784	fwd_4
28	38.799742	fwd_4
29	40.236438	fwd_4
30	39.198964	fwd_4
31	37.965364	fwd_4
32	38.314463	fwd_4
33	31.940864	fwd_4
34	28.311575	fwd_4
35	33.203898	fwd_4
36	32.049790	fwd_4
37	33.557364	fwd_4
38	39.259538	fwd_4
39	35.176417	fwd_4
40	36.304473	fwd_4
41	34.540382	fwd_4
42	36.263671	fwd_4
43	39.967330	fwd_4
44	35.264639	fwd_4
45	40.072329	fwd_4
46	44.175011	fwd_4
47	43.331245	fwd_4
48	42.370185	fwd_4
49	42.069982	fwd_4
50	38.541620	fwd_4
51	33.922524	fwd_4
52	34.987484	fwd_4
53	39.468467	fwd_4
54	42.198999	fwd_4
55	34.907474	fwd_4
56	39.841620	fwd_4
57	43.037326	fwd_4
58	39.318358	fwd_4
59	44.442676	fwd_4
60	45.189279	fwd_4
61	35.352157	fwd_4
62	30.599031	fwd_4
63	32.071861	fwd_4
64	33.223402	fwd_4
65	36.135310	fwd_4
66	41.629560	fwd_4
67	42.814049	fwd_4
68	42.871711	fwd_4
69	39.143015	fwd_4
70	40.275442	fwd_4
71	44.755258	fwd_4
72	45.932061	fwd_4
73	40.265583	fwd_4
74	42.978578	fwd_4
75	42.010651	fwd_4
0	41.444040	rev_4
1	41.388522	rev_4
2	42.161996	rev_4
3	43.583649	rev_4
4	36.289050	rev_4
5	35.457195	rev_4
6	37.250616	rev_4
7	46.118018	rev_4
8	47.876375	rev_4
9	41.722270	rev_4
10	39.123069	rev_4
11	39.252384	rev_4
12	33.407759	rev_4
13	35.504857	rev_4
14	41.696856	rev_4
15	41.750119	rev_4
16	38.667200	rev_4
17	39.743665	rev_4
18	40.373660	rev_4
19	35.626931	rev_4
20	35.466284	rev_4
21	39.099626	rev_4
22	39.009220	rev_4
23	38.150133	rev_4
24	43.048496	rev_4
25	47.500131	rev_4
26	36.305280	rev_4
27	33.129068	rev_4
28	34.792773	rev_4
29	34.049164	rev_4
30	31.962154	rev_4
31	32.068527	rev_4
32	30.917888	rev_4
33	29.503978	rev_4
34	30.000067	rev_4
35	35.720514	rev_4
36	36.052110	rev_4
37	36.984815	rev_4
38	43.813171	rev_4
39	40.297088	rev_4
40	37.678626	rev_4
41	38.182543	rev_4
42	34.651548	rev_4
43	35.306847	rev_4
44	36.351805	rev_4
45	34.291666	rev_4
46	39.039961	rev_4
47	39.930082	rev_4
48	36.117699	rev_4
49	39.808679	rev_4
50	41.359841	rev_4
51	38.500362	rev_4
52	43.913216	rev_4
53	45.625676	rev_4
54	45.194742	rev_4
55	38.254102	rev_4
56	37.202464	rev_4
57	40.480908	rev_4
58	40.096201	rev_4
59	40.123077	rev_4
60	40.735755	rev_4
61	36.795037	rev_4
62	35.653063	rev_4
63	40.954042	rev_4
64	44.671049	rev_4
65	44.574242	rev_4
66	46.319452	rev_4
67	44.980408	rev_4
68	39.877322	rev_4
69	34.775680	rev_4
70	37.892193	rev_4
71	38.190252	rev_4
72	41.999361	rev_4
73	37.696180	rev_4
74	37.554104	rev_4
75	39.796351	rev_4
0	37.532415	fwd_5
1	38.914066	fwd_5
2	42.216739	fwd_5
3	40.323474	fwd_5
4	40.113117	fwd_5
5	39.667989	fwd_5
6	40.860573	fwd_5
7	40.775857	fwd_5
8	36.406810	fwd_5
9	33.663319	fwd_5
10	35.014675	fwd_5
11	30.634049	fwd_5
12	31.564626	fwd_5
13	39.623785	fwd_5
14	46.736782	fwd_5
15	45.403610	fwd_5
16	45.722663	fwd_5
17	44.398971	fwd_5
18	41.981611	fwd_5
19	42.015190	fwd_5
20	41.340980	fwd_5
21	37.486720	fwd_5
22	41.832731	fwd_5
23	39.949315	fwd_5
24	33.708947	fwd_5
25	35.130276	fwd_5
26	36.936301	fwd_5
27	41.520785	fwd_5
28	42.601203	fwd_5
29	42.156798	fwd_5
30	40.566345	fwd_5
31	36.243945	fwd_5
32	38.863911	fwd_5
33	40.286357	fwd_5
34	40.282368	fwd_5
35	41.393311	fwd_5
36	39.168101	fwd_5
37	37.992709	fwd_5
38	42.304373	fwd_5
39	41.506705	fwd_5
40	43.442439	fwd_5
41	48.500121	fwd_5
42	44.119168	fwd_5
43	37.941397	fwd_5
44	35.381918	fwd_5
45	35.087769	fwd_5
46	34.742500	fwd_5
47	40.911283	fwd_5
48	41.686661	fwd_5
49	35.764407	fwd_5
50	34.668670	fwd_5
51	43.284038	fwd_5
52	40.917624	fwd_5
53	36.730280	fwd_5
54	37.114041	fwd_5
55	41.859999	fwd_5
56	41.515853	fwd_5
57	38.147990	fwd_5
58	39.346195	fwd_5
59	39.463067	fwd_5
60	43.616808	fwd_5
61	42.708432	fwd_5
62	38.368548	fwd_5
63	33.935755	fwd_5
64	33.024665	fwd_5
65	38.317495	fwd_5
66	36.698344	fwd_5
67	37.093522	fwd_5
68	38.318133	fwd_5
69	42.508118	fwd_5
70	42.224751	fwd_5
71	41.255342	fwd_5
72	43.184987	fwd_5
73	42.515545	fwd_5
74	44.124726	fwd_5
75	40.702836	fwd_5
0	48.679781	rev_5
1	41.698474	rev_5
2	37.166599	rev_5
3	35.674885	rev_5
4	31.738133	rev_5
5	33.585529	rev_5
6	38.679594	rev_5
7	38.959950	rev_5
8	39.064858	rev_5
9	39.874671	rev_5
10	42.721730	rev_5
11	41.006973	rev_5
12	43.837449	rev_5
13	47.277837	rev_5
14	49.480069	rev_5
15	46.532471	rev_5
16	46.509586	rev_5
17	37.664597	rev_5
18	36.220047	rev_5
19	37.993183	rev_5
20	34.822794	rev_5
21	35.588136	rev_5
22	40.652589	rev_5
23	38.533570	rev_5
24	38.529466	rev_5
25	39.129498	rev_5
26	38.611594	rev_5
27	42.376794	rev_5
28	43.053753	rev_5
29	35.288584	rev_5
30	35.761710	rev_5
31	33.817008	rev_5
32	30.972037	rev_5
33	37.797367	rev_5
34	37.455001	rev_5
35	33.263728	rev_5
36	33.464733	rev_5
37	37.278637	rev_5
38	36.521666	rev_5
39	37.149587	rev_5
40	42.890675	rev_5
41	53.459477	rev_5
42	44.983828	rev_5
43	39.581546	rev_5
44	41.758011	rev_5
45	43.140595	rev_5
46	42.139096	rev_5
47	41.634225	rev_5
48	39.910061	rev_5
49	39.796512	rev_5
50	38.751319	rev_5
51	41.093156	rev_5
52	40.532467	rev_5
53	40.560765	rev_5
54	44.044088	rev_5
55	42.003833	rev_5
56	37.735311	rev_5
57	37.417086	rev_5
58	38.073161	rev_5
59	36.797634	rev_5
60	38.147630	rev_5
61	34.440094	rev_5
62	32.188448	rev_5
63	36.268890	rev_5
64	38.599599	rev_5
65	38.829938	rev_5
66	41.870601	rev_5
67	42.709253	rev_5
68	42.954231	rev_5
69	42.499949	rev_5
70	37.727128	rev_5
71	36.399887	rev_5
72	36.955480	rev_5
73	38.529783	rev_5
74	39.382902	rev_5
75	36.596424	rev_5
0	42.678631	fwd_6
1	40.856867	fwd_6
2	35.623770	fwd_6
3	37.180609	fwd_6
4	40.626972	fwd_6
5	41.538206	fwd_6
6	36.242203	fwd_6
7	33.498135	fwd_6
8	31.046425	fwd_6
9	37.235232	fwd_6
10	46.145472	fwd_6
11	44.008282	fwd_6
12	44.884182	fwd_6
13	39.745799	fwd_6
14	39.380164	fwd_6
15	43.801760	fwd_6
16	43.833722	fwd_6
17	42.168246	fwd_6
18	39.821080	fwd_6
19	36.493757	fwd_6
20	35.055518	fwd_6
21	33.034411	fwd_6
22	43.656016	fwd_6
23	47.845956	fwd_6
24	42.940356	fwd_6
25	40.478343	fwd_6
26	43.757877	fwd_6
27	36.577199	fwd_6
28	33.171367	fwd_6
29	43.091854	fwd_6
30	41.934356	fwd_6
31	39.848884	fwd_6
32	43.179377	fwd_6
33	45.183136	fwd_6
34	43.558521	fwd_6
35	38.702171	fwd_6
36	40.527020	fwd_6
37	35.300383	fwd_6
38	32.974958	fwd_6
39	33.836275	fwd_6
40	36.665920	fwd_6
41	41.600097	fwd_6
42	37.816889	fwd_6
43	37.703964	fwd_6
44	40.098573	fwd_6
45	43.579443	fwd_6
46	39.392479	fwd_6
47	41.456508	fwd_6
48	39.973951	fwd_6
49	38.262302	fwd_6
50	39.907989	fwd_6
51	39.929192	fwd_6
52	40.123845	fwd_6
53	39.054441	fwd_6
54	43.056318	fwd_6
55	46.864311	fwd_6
56	43.476006	fwd_6
57	38.638501	fwd_6
58	37.890497	fwd_6
59	39.058780	fwd_6
60	31.554452	fwd_6
61	35.291164	fwd_6
62	41.005127	fwd_6
63	36.738850	fwd_6
64	35.001362	fwd_6
65	36.096601	fwd_6
66	38.515004	fwd_6
67	33.425924	fwd_6
68	36.388870	fwd_6
69	33.992150	fwd_6
70	27.964016	fwd_6
71	34.323355	fwd_6
72	37.413077	fwd_6
73	33.861528	fwd_6
74	37.608752	fwd_6
75	39.433203	fwd_6
0	45.706009	rev_6
1	38.506769	rev_6
2	33.940359	rev_6
3	35.864553	rev_6
4	37.796982	rev_6
5	31.594583	rev_6
6	24.919247	rev_6
7	25.276291	rev_6
8	31.779700	rev_6
9	37.736973	rev_6
10	44.722712	rev_6
11	43.167016	rev_6
12	42.097927	rev_6
13	40.286237	rev_6
14	38.641222	rev_6
15	45.429605	rev_6
16	47.618567	rev_6
17	38.253326	rev_6
18	39.981368	rev_6
19	41.630204	rev_6
20	40.951959	rev_6
21	43.378626	rev_6
22	49.281661	rev_6
23	49.045451	rev_6
24	45.656242	rev_6
25	42.942108	rev_6
26	39.401841	rev_6
27	35.974404	rev_6
28	39.409202	rev_6
29	41.065214	rev_6
30	35.551159	rev_6
31	40.910586	rev_6
32	40.882906	rev_6
33	39.494407	rev_6
34	42.555014	rev_6
35	42.060857	rev_6
36	38.883362	rev_6
37	36.038916	rev_6
38	34.544346	rev_6
39	37.931558	rev_6
40	41.863046	rev_6
41	41.342489	rev_6
42	38.512423	rev_6
43	35.753141	rev_6
44	40.986964	rev_6
45	43.067420	rev_6
46	34.558645	rev_6
47	35.916399	rev_6
48	40.048059	rev_6
49	38.978371	rev_6
50	37.847639	rev_6
51	32.824670	rev_6
52	33.983320	rev_6
53	36.822964	rev_6
54	38.903037	rev_6
55	43.027110	rev_6
56	38.512989	rev_6
57	35.815808	rev_6
58	41.003798	rev_6
59	40.860848	rev_6
60	36.747291	rev_6
61	42.360167	rev_6
62	45.327991	rev_6
63	37.565758	rev_6
64	38.795898	rev_6
65	40.283249	rev_6
66	39.328487	rev_6
67	37.724507	rev_6
68	31.529491	rev_6
69	29.832698	rev_6
70	32.334217	rev_6
71	36.272621	rev_6
72	38.606296	rev_6
73	39.793548	rev_6
74	39.404706	rev_6
75	38.724538	rev_6
0	35.544199	fwd_7
1	36.389308	fwd_7
2	37.261236	fwd_7
3	39.852076	fwd_7
4	39.202349	fwd_7
5	38.960519	fwd_7
6	44.087681	fwd_7
7	43.000751	fwd_7
8	45.091597	fwd_7
9	47.044326	fwd_7
10	47.171500	fwd_7
11	40.859329	fwd_7
12	33.086251	fwd_7
13	36.733630	fwd_7
14	40.302349	fwd_7
15	46.342228	fwd_7
16	49.299431	fwd_7
17	43.765389	fwd_7
18	43.306293	fwd_7
19	39.395380	fwd_7
20	35.797438	fwd_7
21	37.083362	fwd_7
22	35.887037	fwd_7
23	27.107093	fwd_7
24	28.837054	fwd_7
25	34.280545	fwd_7
26	30.224631	fwd_7
27	33.172825	fwd_7
28	33.050698	fwd_7
29	43.032554	fwd_7
30	40.492488	fwd_7
31	40.834761	fwd_7
32	44.633988	fwd_7
33	44.452440	fwd_7
34	44.411767	fwd_7
35	42.717358	fwd_7
36	43.224086	fwd_7
37	37.954234	fwd_7
38	35.769559	fwd_7
39	35.931826	fwd_7
40	31.330939	fwd_7
41	30.343396	fwd_7
42	33.976824	fwd_7
43	35.164534	fwd_7
44	28.802272	fwd_7
45	34.725003	fwd_7
46	35.758075	fwd_7
47	37.874060	fwd_7
48	39.326331	fwd_7
49	41.066093	fwd_7
50	41.831955	fwd_7
51	39.163343	fwd_7
