bp	match_score	direction
39	36.891464	fwd_2
40	35.181833	fwd_2
41	40.993245	fwd_2
42	36.889435	fwd_2
43	37.619044	fwd_2
44	38.890859	fwd_2
45	39.221604	fwd_2
46	35.368860	fwd_2
47	35.068553	fwd_2
48	33.606816	fwd_2
49	33.551730	fwd_2
50	36.621265	fwd_2
51	38.450483	fwd_2
52	34.568763	fwd_2
53	30.791448	fwd_2
54	28.410321	fwd_2
55	33.528797	fwd_2
56	31.695320	fwd_2
57	34.903114	fwd_2
58	33.978409	fwd_2
59	32.735933	fwd_2
60	38.379896	fwd_2
61	36.833180	fwd_2
62	36.731482	fwd_2
63	34.883945	fwd_2
64	32.979304	fwd_2
65	34.913525	fwd_2
66	34.201154	fwd_2
67	37.464093	fwd_2
68	37.337474	fwd_2
69	36.754210	fwd_2
70	32.318048	fwd_2
71	30.970646	fwd_2
72	30.517901	fwd_2
73	34.139675	fwd_2
74	38.776159	fwd_2
75	35.422848	fwd_2
0	46.697660	rev_2
1	46.762994	rev_2
2	42.416940	rev_2
3	37.316977	rev_2
4	36.062902	rev_2
5	37.131661	rev_2
6	39.935007	rev_2
7	36.386933	rev_2
8	34.785023	rev_2
9	36.261937	rev_2
10	30.705424	rev_2
11	21.757530	rev_2
12	23.199614	rev_2
13	30.639901	rev_2
14	35.767824	rev_2
15	38.720931	rev_2
16	35.645468	rev_2
17	31.030412	rev_2
18	32.284745	rev_2
19	34.798724	rev_2
20	37.459053	rev_2
21	35.095803	rev_2
22	37.274061	rev_2
23	39.001903	rev_2
24	36.394257	rev_2
25	37.887589	rev_2
26	35.982218	rev_2
27	38.015507	rev_2
28	42.453838	rev_2
29	39.670765	rev_2
30	33.140811	rev_2
31	33.807450	rev_2
32	33.703587	rev_2
33	40.282719	rev_2
34	43.846424	rev_2
35	42.159837	rev_2
36	42.207227	rev_2
37	33.434296	rev_2
38	32.731035	rev_2
39	33.623058	rev_2
40	33.696760	rev_2
41	41.608503	rev_2
42	36.662157	rev_2
43	38.733983	rev_2
44	38.287556	rev_2
45	33.445816	rev_2
46	34.806384	rev_2
47	34.964810	rev_2
48	31.651401	rev_2
49	34.895252	rev_2
50	34.463279	rev_2
51	38.097515	rev_2
52	32.328054	rev_2
53	26.213061	rev_2
54	28.603392	rev_2
55	30.030829	rev_2
56	31.756585	rev_2
57	31.020924	rev_2
58	29.419436	rev_2
59	33.611018	rev_2
60	34.841311	rev_2
61	34.677720	rev_2
62	29.657534	rev_2
63	28.575229	rev_2
64	27.527568	rev_2
65	29.569669	rev_2
66	34.940675	rev_2
67	37.903401	rev_2
68	36.526067	rev_2
69	35.081995	rev_2
70	33.976664	rev_2
71	38.169188	rev_2
72	39.084082	rev_2
73	43.784730	rev_2
74	45.903606	rev_2
75	42.571989	rev_2
0	32.177521	fwd_3
1	25.598253	fwd_3
2	25.448434	fwd_3
3	31.981452	fwd_3
4	37.310553	fwd_3
5	37.894739	fwd_3
6	34.547019	fwd_3
7	31.288426	fwd_3
8	26.950543	fwd_3
9	23.671119	fwd_3
10	32.583311	fwd_3
11	34.026647	fwd_3
12	34.706187	fwd_3
13	35.518928	fwd_3
14	31.420455	fwd_3
15	35.262276	fwd_3
16	40.162603	fwd_3
17	42.304743	fwd_3
18	37.888334	fwd_3
19	32.953532	fwd_3
20	34.986631	fwd_3
21	35.124316	fwd_3
22	37.229232	fwd_3
23	35.659331	fwd_3
24	35.386077	fwd_3
25	37.490125	fwd_3
26	34.304499	fwd_3
27	36.962164	fwd_3
28	36.009115	fwd_3
29	36.196422	fwd_3
30	40.839809	fwd_3
31	39.751364	fwd_3
32	38.617200	fwd_3
33	43.735307	fwd_3
34	44.931273	fwd_3
35	41.378829	fwd_3
36	37.098976	fwd_3
37	36.481156	fwd_3
38	44.512148	fwd_3
39	43.773535	fwd_3
40	38.682150	fwd_3
41	35.745407	fwd_3
42	34.090439	fwd_3
43	38.952122	fwd_3
44	44.405517	fwd_3
45	43.860916	fwd_3
46	40.541175	fwd_3
47	41.589516	fwd_3
48	43.773351	fwd_3
49	40.512979	fwd_3
50	42.920421	fwd_3
51	44.342880	fwd_3
52	43.079518	fwd_3
53	39.559821	fwd_3
54	36.522859	fwd_3
55	31.699173	fwd_3
56	35.647489	fwd_3
57	38.879656	fwd_3
58	38.991111	fwd_3
59	35.342596	fwd_3
60	32.948662	fwd_3
61	32.832551	fwd_3
62	30.190261	fwd_3
63	38.808450	fwd_3
64	39.511476	fwd_3
65	33.566691	fwd_3
66	38.212253	fwd_3
67	36.273977	fwd_3
68	35.199214	fwd_3
69	35.798096	fwd_3
70	27.537955	fwd_3
71	34.150117	fwd_3
72	37.566558	fwd_3
73	42.739914	fwd_3
74	45.124283	fwd_3
75	39.859034	fwd_3
0	31.040454	rev_3
1	32.109197	rev_3
2	33.350579	rev_3
3	38.419801	rev_3
4	37.678959	rev_3
5	26.498887	rev_3
6	27.822187	rev_3
7	26.948518	rev_3
8	25.890371	rev_3
9	34.314422	rev_3
10	39.553577	rev_3
11	40.994002	rev_3
12	39.711952	rev_3
13	35.954852	rev_3
14	32.164285	rev_3
15	33.136102	rev_3
16	39.261749	rev_3
17	32.167630	rev_3
18	26.103981	rev_3
19	24.325023	rev_3
20	29.729122	rev_3
21	37.985501	rev_3
22	39.841697	rev_3
23	40.218203	rev_3
24	41.005497	rev_3
25	41.598949	rev_3
26	42.952472	rev_3
27	39.480874	rev_3
28	38.524948	rev_3
29	41.928370	rev_3
30	41.594754	rev_3
31	40.266821	rev_3
32	38.859247	rev_3
33	36.420295	rev_3
34	35.461928	rev_3
35	35.535465	rev_3
36	34.203106	rev_3
37	35.003336	rev_3
38	43.467152	rev_3
39	44.155255	rev_3
40	39.535239	rev_3
41	41.989489	rev_3
42	40.410406	rev_3
43	47.435430	rev_3
44	48.712933	rev_3
45	41.961155	rev_3
46	40.639542	rev_3
47	40.593439	rev_3
48	40.090045	rev_3
49	42.913554	rev_3
50	46.292971	rev_3
51	39.669642	rev_3
52	36.720895	rev_3
53	35.958723	rev_3
54	36.909355	rev_3
55	35.610406	rev_3
56	41.930427	rev_3
57	42.197615	rev_3
58	37.403783	rev_3
59	38.865194	rev_3
60	31.166414	rev_3
61	28.266880	rev_3
62	35.486719	rev_3
63	38.724389	rev_3
64	36.200284	rev_3
65	32.513425	rev_3
66	33.110741	rev_3
67	34.248238	rev_3
68	35.184285	rev_3
69	39.620571	rev_3
70	37.104762	rev_3
71	39.628828	rev_3
72	46.719612	rev_3
73	42.496965	rev_3
74	39.216252	rev_3
75	34.367992	rev_3
0	29.957188	fwd_4
1	26.839326	fwd_4
2	27.844282	fwd_4
3	39.325723	fwd_4
4	42.974952	fwd_4
5	39.480368	fwd_4
6	36.745774	fwd_4
7	35.380288	fwd_4
8	34.687162	fwd_4
9	38.504141	fwd_4
10	42.617611	fwd_4
11	38.095595	fwd_4
12	34.237530	fwd_4
13	32.115263	fwd_4
14	35.743576	fwd_4
15	37.090318	fwd_4
16	33.253799	fwd_4
17	35.419053	fwd_4
18	32.721435	fwd_4
19	33.061730	fwd_4
20	33.557470	fwd_4
21	33.664718	fwd_4
22	33.594578	fwd_4
23	35.403933	fwd_4
24	35.825123	fwd_4
25	33.279584	fwd_4
26	34.442376	fwd_4
27	37.380777	fwd_4
28	36.760633	fwd_4
29	35.440476	fwd_4
30	39.199963	fwd_4
31	39.086468	fwd_4
32	43.177165	fwd_4
33	40.658751	fwd_4
34	36.244805	fwd_4
35	33.901148	fwd_4
36	34.820601	fwd_4
37	39.220209	fwd_4
38	37.393056	fwd_4
39	31.592109	fwd_4
40	27.786371	fwd_4
41	25.972602	fwd_4
42	32.309928	fwd_4
43	37.167663	fwd_4
44	36.194566	fwd_4
45	32.424936	fwd_4
46	32.545710	fwd_4
47	29.493546	fwd_4
48	35.943746	fwd_4
49	34.616212	fwd_4
50	32.886908	fwd_4
51	29.007451	fwd_4
52	24.441504	fwd_4
53	33.831501	fwd_4
54	39.756926	fwd_4
55	35.001357	fwd_4
56	39.241880	fwd_4
57	39.911140	fwd_4
58	39.480261	fwd_4
59	45.669513	fwd_4
60	42.140837	fwd_4
61	35.424553	fwd_4
62	36.375114	fwd_4
63	37.978602	fwd_4
64	44.149869	fwd_4
65	44.547258	fwd_4
66	39.593061	fwd_4
67	37.051373	fwd_4
68	38.858866	fwd_4
69	37.866828	fwd_4
70	42.106297	fwd_4
71	48.197951	fwd_4
72	51.068347	fwd_4
73	45.035666	fwd_4
74	38.021741	fwd_4
75	37.117931	fwd_4
0	38.949964	rev_4
1	33.672863	rev_4
2	35.681922	rev_4
3	42.380779	rev_4
4	41.586568	rev_4
5	37.029604	rev_4
6	32.670847	rev_4
7	32.300795	rev_4
8	33.275065	rev_4
9	30.717444	rev_4
10	33.135564	rev_4
11	32.304884	rev_4
12	26.163183	rev_4
13	29.761612	rev_4
14	36.533327	rev_4
15	38.865481	rev_4
16	40.009961	rev_4
17	39.976500	rev_4
18	35.689392	rev_4
19	38.319685	rev_4
20	41.539406	rev_4
21	38.531465	rev_4
22	36.179511	rev_4
23	40.387515	rev_4
24	40.248157	rev_4
25	37.886670	rev_4
26	33.501058	rev_4
27	35.327384	rev_4
28	35.206723	rev_4
29	29.787134	rev_4
30	35.199886	rev_4
31	32.395865	rev_4
32	33.213009	rev_4
33	35.269871	rev_4
34	31.676076	rev_4
35	32.351330	rev_4
36	37.690717	rev_4
37	42.183748	rev_4
38	39.779827	rev_4
39	33.906380	rev_4
40	29.139180	rev_4
41	29.130635	rev_4
42	32.536198	rev_4
43	33.187077	rev_4
44	37.640639	rev_4
45	29.947779	rev_4
46	33.097107	rev_4
47	35.891496	rev_4
48	31.495087	rev_4
49	39.492896	rev_4
50	41.239683	rev_4
51	34.292551	rev_4
52	40.354186	rev_4
53	41.154821	rev_4
54	41.347760	rev_4
55	38.428665	rev_4
56	32.610662	rev_4
57	34.451796	rev_4
58	36.659288	rev_4
59	37.331871	rev_4
60	37.392647	rev_4
61	31.498232	rev_4
62	31.978947	rev_4
63	37.767520	rev_4
64	43.599465	rev_4
65	42.274056	rev_4
66	38.486266	rev_4
67	36.577048	rev_4
68	39.345647	rev_4
69	41.184712	rev_4
70	48.628015	rev_4
71	48.791234	rev_4
72	44.552916	rev_4
73	37.670057	rev_4
74	34.451143	rev_4
75	39.735377	rev_4
0	34.226709	fwd_5
1	39.212428	fwd_5
2	36.865343	fwd_5
3	32.230867	fwd_5
4	30.077259	fwd_5
5	32.318907	fwd_5
6	39.588542	fwd_5
7	42.929917	fwd_5
8	46.524543	fwd_5
9	42.723951	fwd_5
10	35.047108	fwd_5
11	31.867490	fwd_5
12	30.088289	fwd_5
13	39.141349	fwd_5
14	42.260654	fwd_5
15	43.629263	fwd_5
16	41.441497	fwd_5
17	42.269409	fwd_5
18	41.870856	fwd_5
19	37.863874	fwd_5
20	42.303116	fwd_5
21	39.493888	fwd_5
22	38.614002	fwd_5
23	32.182114	fwd_5
24	34.147923	fwd_5
25	34.926906	fwd_5
26	41.552355	fwd_5
27	44.393841	fwd_5
28	41.687813	fwd_5
29	42.541340	fwd_5
30	43.663704	fwd_5
31	41.524375	fwd_5
32	39.953886	fwd_5
33	39.412509	fwd_5
34	40.256305	fwd_5
35	42.320231	fwd_5
36	40.657516	fwd_5
37	41.056121	fwd_5
38	38.733087	fwd_5
39	30.066685	fwd_5
40	32.513835	fwd_5
41	33.038586	fwd_5
42	34.743766	fwd_5
43	39.187511	fwd_5
44	28.824948	fwd_5
45	28.055623	fwd_5
46	28.208111	fwd_5
47	31.652150	fwd_5
48	36.331633	fwd_5
49	36.651080	fwd_5
50	35.507746	fwd_5
51	40.178792	fwd_5
52	41.538676	fwd_5
53	36.094909	fwd_5
54	40.041697	fwd_5
55	39.830469	fwd_5
56	44.277826	fwd_5
57	42.618063	fwd_5
58	39.086598	fwd_5
59	40.859645	fwd_5
60	40.848347	fwd_5
61	41.003815	fwd_5
62	38.267704	fwd_5
63	32.132150	fwd_5
64	33.950169	fwd_5
65	38.796651	fwd_5
66	39.613599	fwd_5
67	39.036967	fwd_5
68	31.875392	fwd_5
69	28.556000	fwd_5
70	34.069068	fwd_5
71	37.314279	fwd_5
72	35.069670	fwd_5
73	35.884797	fwd_5
74	33.073561	fwd_5
75	32.160036	fwd_5
0	32.822742	rev_5
1	30.319163	rev_5
2	29.526017	rev_5
3	28.570521	rev_5
4	29.649587	rev_5
5	34.826918	rev_5
6	40.369921	rev_5
7	43.986846	rev_5
8	44.354028	rev_5
9	40.862474	rev_5
10	36.155406	rev_5
11	40.707154	rev_5
12	41.812789	rev_5
13	46.751807	rev_5
14	47.993869	rev_5
15	43.587159	rev_5
16	37.854766	rev_5
17	39.390528	rev_5
18	41.038787	rev_5
19	38.410493	rev_5
20	41.864861	rev_5
21	40.541931	rev_5
22	38.637739	rev_5
23	35.820726	rev_5
24	38.949204	rev_5
25	39.895675	rev_5
26	44.407615	rev_5
27	42.551828	rev_5
28	39.359399	rev_5
29	33.784192	rev_5
30	33.651042	rev_5
31	36.325481	rev_5
32	30.766593	rev_5
33	33.467685	rev_5
34	35.877639	rev_5
35	32.932239	rev_5
36	38.310953	rev_5
37	38.743379	rev_5
38	39.198459	rev_5
39	36.214280	rev_5
40	36.077186	rev_5
41	39.154819	rev_5
42	36.259164	rev_5
43	39.251476	rev_5
44	36.592584	rev_5
45	36.772240	rev_5
46	38.682587	rev_5
47	41.998499	rev_5
48	40.271843	rev_5
49	37.065006	rev_5
50	35.870095	rev_5
51	36.988568	rev_5
52	38.132488	rev_5
53	32.094275	rev_5
54	37.058622	rev_5
55	40.448277	rev_5
56	34.862522	rev_5
57	32.716617	rev_5
58	31.510828	rev_5
59	33.091236	rev_5
60	36.280019	rev_5
61	33.323570	rev_5
62	35.599095	rev_5
63	35.660423	rev_5
64	37.410709	rev_5
65	39.256364	rev_5
66	39.080550	rev_5
67	38.473689	rev_5
68	34.300742	rev_5
69	32.661764	rev_5
70	34.256966	rev_5
71	38.631214	rev_5
72	38.479854	rev_5
73	36.938424	rev_5
74	31.093444	rev_5
75	33.711247	rev_5
0	39.539485	fwd_6
1	43.281922	fwd_6
2	39.809187	fwd_6
3	36.712028	fwd_6
4	36.448466	fwd_6
5	37.578333	fwd_6
6	37.511616	fwd_6
7	35.697821	fwd_6
8	37.329704	fwd_6
9	33.781717	fwd_6
10	37.675171	fwd_6
11	40.983090	fwd_6
12	37.836161	fwd_6
13	39.284691	fwd_6
14	41.971951	fwd_6
15	43.569148	fwd_6
16	40.114635	fwd_6
17	39.472966	fwd_6
18	34.552120	fwd_6
19	33.117178	fwd_6
20	34.167006	fwd_6
21	35.534524	fwd_6
22	39.716297	fwd_6
23	38.514502	fwd_6
24	39.346431	fwd_6
25	42.136926	fwd_6
26	38.239363	fwd_6
27	33.944539	fwd_6
28	32.451208	fwd_6
29	36.206044	fwd_6
30	34.691871	fwd_6
31	32.529379	fwd_6
32	30.998890	fwd_6
33	28.773889	fwd_6
34	29.261613	fwd_6
35	33.777992	fwd_6
36	36.463395	fwd_6
37	29.863387	fwd_6
38	32.845240	fwd_6
39	28.446571	fwd_6
40	27.982057	fwd_6
41	38.694301	fwd_6
42	37.576287	fwd_6
43	32.792199	fwd_6
44	29.705364	fwd_6
45	29.935357	fwd_6
46	33.723236	fwd_6
47	39.768650	fwd_6
48	41.499575	fwd_6
49	39.750294	fwd_6
50	37.834737	fwd_6
51	34.436218	fwd_6
52	33.227997	fwd_6
53	31.226705	fwd_6
54	37.212263	fwd_6
55	44.395857	fwd_6
56	41.169922	fwd_6
57	38.988666	fwd_6
58	39.766930	fwd_6
59	40.761874	fwd_6
60	39.317591	fwd_6
61	36.804024	fwd_6
62	33.244284	fwd_6
63	33.942945	fwd_6
64	35.192266	fwd_6
65	33.731796	fwd_6
66	32.859826	fwd_6
67	30.935285	fwd_6
68	33.839462	fwd_6
69	32.675667	fwd_6
70	31.441267	fwd_6
71	36.120051	fwd_6
72	39.289246	fwd_6
73	37.716112	fwd_6
74	39.683585	fwd_6
75	44.326581	fwd_6
0	37.098631	rev_6
1	41.623705	rev_6
2	37.114509	rev_6
3	34.448445	rev_6
4	36.347419	rev_6
5	32.639226	rev_6
6	29.911583	rev_6
7	31.208653	rev_6
8	32.500153	rev_6
9	35.926931	rev_6
10	37.110412	rev_6
11	35.805253	rev_6
12	36.649183	rev_6
13	38.308067	rev_6
14	40.413621	rev_6
15	44.564330	rev_6
16	42.276487	rev_6
17	36.073329	rev_6
18	38.811385	rev_6
19	41.871166	rev_6
20	41.782588	rev_6
21	43.849273	rev_6
22	41.586010	rev_6
23	33.225224	rev_6
24	31.881662	rev_6
25	38.940813	rev_6
26	35.293307	rev_6
27	31.418556	rev_6
28	35.062512	rev_6
29	36.772199	rev_6
30	33.707839	rev_6
31	32.802731	rev_6
32	32.218350	rev_6
33	29.712831	rev_6
34	36.002426	rev_6
35	38.903055	rev_6
36	34.429834	rev_6
37	31.856424	rev_6
38	30.765939	rev_6
39	29.935144	rev_6
40	31.859237	rev_6
41	37.189553	rev_6
42	34.131246	rev_6
43	28.508225	rev_6
44	27.993718	rev_6
45	29.162306	rev_6
46	35.155018	rev_6
47	40.539006	rev_6
48	41.070379	rev_6
49	39.862782	rev_6
50	37.692580	rev_6
51	37.875477	rev_6
52	39.233309	rev_6
53	37.366317	rev_6
54	41.241696	rev_6
55	40.938285	rev_6
56	33.664070	rev_6
57	35.871321	rev_6
58	38.034734	rev_6
59	41.191725	rev_6
60	42.840901	rev_6
61	41.694475	rev_6
62	37.490752	rev_6
63	33.205423	rev_6
64	37.808821	rev_6
65	38.801132	rev_6
66	36.217815	rev_6
67	35.035871	rev_6
68	37.003816	rev_6
69	32.292476	rev_6
70	33.276111	rev_6
71	39.786496	rev_6
72	36.075561	rev_6
73	35.340657	rev_6
74	36.926989	rev_6
75	36.552223	rev_6
0	34.733906	fwd_7
1	33.128209	fwd_7
2	34.541009	fwd_7
3	37.283311	fwd_7
4	35.401004	fwd_7
5	34.766434	fwd_7
6	33.340670	fwd_7
7	38.072786	fwd_7
8	43.445775	fwd_7
9	43.783011	fwd_7
10	44.271717	fwd_7
11	38.093079	fwd_7
12	36.065019	fwd_7
13	40.423408	fwd_7
14	41.948392	fwd_7
15	43.711494	fwd_7
16	36.664522	fwd_7
17	29.214018	fwd_7
18	35.629584	fwd_7
19	37.262737	fwd_7
20	37.250156	fwd_7
21	38.133272	fwd_7
22	34.431850	fwd_7
23	35.382489	fwd_7
24	36.743541	fwd_7
25	35.716683	fwd_7
26	28.100890	fwd_7
27	32.958109	fwd_7
28	34.195383	fwd_7
29	38.823804	fwd_7
30	38.599743	fwd_7
31	33.974577	fwd_7
32	34.537002	fwd_7
33	38.539774	fwd_7
34	42.076197	fwd_7
35	41.080191	fwd_7
36	37.790988	fwd_7
37	32.241604	fwd_7
38	32.260239	fwd_7
39	39.936641	fwd_7
40	37.575578	fwd_7
41	37.345557	fwd_7
42	35.867850	fwd_7
43	30.909016	fwd_7
44	31.748391	fwd_7
45	36.580245	fwd_7
46	39.015579	fwd_7
47	42.804503	fwd_7
48	40.495877	fwd_7
49	40.916592	fwd_7
50	36.752186	fwd_7
51	34.943155	fwd_7
