contig	coord	value	param
bgl_Shen2021	92	0.6	A/T_5bp
bgl_Shen2021	93	0.4	A/T_5bp
bgl_Shen2021	94	0.2	A/T_5bp
bgl_Shen2021	95	0.4	A/T_5bp
bgl_Shen2021	96	0.4	A/T_5bp
bgl_Shen2021	97	0.6	A/T_5bp
bgl_Shen2021	98	0.8	A/T_5bp
bgl_Shen2021	99	1.0	A/T_5bp
bgl_Shen2021	100	1.0	A/T_5bp
bgl_Shen2021	101	1.0	A/T_5bp
bgl_Shen2021	102	0.8	A/T_5bp
bgl_Shen2021	103	0.6	A/T_5bp
bgl_Shen2021	104	0.6	A/T_5bp
bgl_Shen2021	105	0.4	A/T_5bp
bgl_Shen2021	106	0.2	A/T_5bp
bgl_Shen2021	107	0.4	A/T_5bp
bgl_Shen2021	108	0.6	A/T_5bp
bgl_Shen2021	109	0.4	A/T_5bp
bgl_Shen2021	110	0.6	A/T_5bp
bgl_Shen2021	111	0.8	A/T_5bp
bgl_Shen2021	112	0.8	A/T_5bp
bgl_Shen2021	113	0.6	A/T_5bp
bgl_Shen2021	114	0.6	A/T_5bp
bgl_Shen2021	115	0.6	A/T_5bp
bgl_Shen2021	116	0.6	A/T_5bp
bgl_Shen2021	117	0.4	A/T_5bp
bgl_Shen2021	118	0.6	A/T_5bp
bgl_Shen2021	119	0.6	A/T_5bp
bgl_Shen2021	120	0.6	A/T_5bp
bgl_Shen2021	121	0.6	A/T_5bp
bgl_Shen2021	122	0.8	A/T_5bp
bgl_Shen2021	123	0.8	A/T_5bp
bgl_Shen2021	124	0.8	A/T_5bp
bgl_Shen2021	125	0.8	A/T_5bp
bgl_Shen2021	126	0.6	A/T_5bp
bgl_Shen2021	127	0.4	A/T_5bp
bgl_Shen2021	128	0.2	A/T_5bp
bgl_Shen2021	129	0.4	A/T_5bp
bgl_Shen2021	130	0.2	A/T_5bp
bgl_Shen2021	131	0.4	A/T_5bp
bgl_Shen2021	132	0.4	A/T_5bp
bgl_Shen2021	133	0.4	A/T_5bp
bgl_Shen2021	134	0.4	A/T_5bp
bgl_Shen2021	135	0.6	A/T_5bp
bgl_Shen2021	136	0.6	A/T_5bp
bgl_Shen2021	137	0.6	A/T_5bp
bgl_Shen2021	138	0.8	A/T_5bp
bgl_Shen2021	139	0.6	A/T_5bp
bgl_Shen2021	140	0.6	A/T_5bp
bgl_Shen2021	141	0.6	A/T_5bp
bgl_Shen2021	142	0.6	A/T_5bp
bgl_Shen2021	143	0.6	A/T_5bp
bolA_Moreira2011	2	0.6	A/T_5bp
bolA_Moreira2011	3	0.6	A/T_5bp
bolA_Moreira2011	4	0.6	A/T_5bp
bolA_Moreira2011	5	0.6	A/T_5bp
bolA_Moreira2011	6	0.6	A/T_5bp
bolA_Moreira2011	7	0.8	A/T_5bp
bolA_Moreira2011	8	1.0	A/T_5bp
bolA_Moreira2011	9	1.0	A/T_5bp
bolA_Moreira2011	10	1.0	A/T_5bp
bolA_Moreira2011	11	1.0	A/T_5bp
bolA_Moreira2011	12	0.8	A/T_5bp
bolA_Moreira2011	13	0.6	A/T_5bp
bolA_Moreira2011	14	0.4	A/T_5bp
bolA_Moreira2011	15	0.2	A/T_5bp
bolA_Moreira2011	16	0.0	A/T_5bp
bolA_Moreira2011	17	0.0	A/T_5bp
bolA_Moreira2011	18	0.2	A/T_5bp
bolA_Moreira2011	19	0.4	A/T_5bp
bolA_Moreira2011	20	0.4	A/T_5bp
bolA_Moreira2011	21	0.6	A/T_5bp
bolA_Moreira2011	22	0.8	A/T_5bp
bolA_Moreira2011	23	0.8	A/T_5bp
bolA_Moreira2011	24	0.8	A/T_5bp
bolA_Moreira2011	25	0.8	A/T_5bp
bolA_Moreira2011	26	0.8	A/T_5bp
bolA_Moreira2011	27	0.8	A/T_5bp
bolA_Moreira2011	28	0.8	A/T_5bp
bolA_Moreira2011	29	0.6	A/T_5bp
bolA_Moreira2011	30	0.6	A/T_5bp
bolA_Moreira2011	31	0.4	A/T_5bp
bolA_Moreira2011	32	0.4	A/T_5bp
bolA_Moreira2011	33	0.4	A/T_5bp
bolA_Moreira2011	34	0.4	A/T_5bp
bolA_Moreira2011	35	0.4	A/T_5bp
bolA_Moreira2011	36	0.4	A/T_5bp
bolA_Moreira2011	37	0.2	A/T_5bp
bolA_Moreira2011	38	0.0	A/T_5bp
bolA_Moreira2011	39	0.2	A/T_5bp
bolA_Moreira2011	40	0.2	A/T_5bp
bolA_Moreira2011	41	0.2	A/T_5bp
bolA_Moreira2011	42	0.2	A/T_5bp
bolA_Moreira2011	43	0.2	A/T_5bp
bolA_Moreira2011	44	0.2	A/T_5bp
bolA_Moreira2011	45	0.4	A/T_5bp
bolA_Moreira2011	46	0.4	A/T_5bp
bolA_Moreira2011	47	0.6	A/T_5bp
bolA_Moreira2011	48	0.6	A/T_5bp
bolA_Moreira2011	49	0.4	A/T_5bp
bolA_Moreira2011	50	0.2	A/T_5bp
bolA_Moreira2011	51	0.4	A/T_5bp
bolA_Moreira2011	52	0.4	A/T_5bp
bolA_Moreira2011	53	0.6	A/T_5bp
bolA_Moreira2011	54	0.6	A/T_5bp
bolA_Moreira2011	55	0.6	A/T_5bp
bolA_Moreira2011	56	0.4	A/T_5bp
bolA_Moreira2011	57	0.4	A/T_5bp
bolA_Moreira2011	58	0.4	A/T_5bp
bolA_Moreira2011	59	0.4	A/T_5bp
bolA_Moreira2011	60	0.6	A/T_5bp
bolA_Moreira2011	61	0.8	A/T_5bp
bolA_Moreira2011	62	0.8	A/T_5bp
bolA_Moreira2011	63	0.8	A/T_5bp
bolA_Moreira2011	64	1.0	A/T_5bp
bolA_Moreira2011	65	1.0	A/T_5bp
bolA_Moreira2011	66	0.8	A/T_5bp
bolA_Moreira2011	67	0.8	A/T_5bp
bolA_Moreira2011	68	0.8	A/T_5bp
bolA_Moreira2011	69	0.6	A/T_5bp
bolA_Moreira2011	70	0.6	A/T_5bp
bolA_Moreira2011	71	0.8	A/T_5bp
bolA_Moreira2011	72	0.6	A/T_5bp
bolA_Moreira2011	73	0.6	A/T_5bp
bolA_Moreira2011	74	0.8	A/T_5bp
bolA_Moreira2011	75	0.6	A/T_5bp
bolA_Moreira2011	76	0.6	A/T_5bp
bolA_Moreira2011	77	0.6	A/T_5bp
bolA_Moreira2011	78	0.4	A/T_5bp
bolA_Moreira2011	79	0.4	A/T_5bp
bolA_Moreira2011	80	0.6	A/T_5bp
bolA_Moreira2011	81	0.6	A/T_5bp
bolA_Moreira2011	82	0.8	A/T_5bp
bolA_Moreira2011	83	1.0	A/T_5bp
bolA_Moreira2011	84	1.0	A/T_5bp
bolA_Moreira2011	85	1.0	A/T_5bp
bolA_Moreira2011	86	0.8	A/T_5bp
bolA_Moreira2011	87	0.6	A/T_5bp
bolA_Moreira2011	88	0.4	A/T_5bp
bolA_Moreira2011	89	0.2	A/T_5bp
bolA_Moreira2011	90	0.0	A/T_5bp
bolA_Moreira2011	91	0.0	A/T_5bp
bolA_Moreira2011	92	0.2	A/T_5bp
bolA_Moreira2011	93	0.2	A/T_5bp
bolA_Moreira2011	94	0.2	A/T_5bp
bolA_Moreira2011	95	0.4	A/T_5bp
bolA_Moreira2011	96	0.6	A/T_5bp
bolA_Moreira2011	97	0.6	A/T_5bp
bolA_Moreira2011	98	0.8	A/T_5bp
bolA_Moreira2011	99	1.0	A/T_5bp
bolA_Moreira2011	100	0.8	A/T_5bp
bolA_Moreira2011	101	0.8	A/T_5bp
bolA_Moreira2011	102	0.8	A/T_5bp
bolA_Moreira2011	103	0.8	A/T_5bp
bolA_Moreira2011	104	0.6	A/T_5bp
bolA_Moreira2011	105	0.8	A/T_5bp
bolA_Moreira2011	106	0.6	A/T_5bp
bolA_Moreira2011	107	0.6	A/T_5bp
bolA_Moreira2011	108	0.4	A/T_5bp
bolA_Moreira2011	109	0.6	A/T_5bp
bolA_Moreira2011	110	0.6	A/T_5bp
bolA_Moreira2011	111	0.6	A/T_5bp
bolA_Moreira2011	112	0.4	A/T_5bp
bolA_Moreira2011	113	0.4	A/T_5bp
bolA_Moreira2011	114	0.4	A/T_5bp
bolA_Moreira2011	115	0.2	A/T_5bp
bolA_Moreira2011	116	0.2	A/T_5bp
bolA_Moreira2011	117	0.2	A/T_5bp
bolA_Moreira2011	118	0.2	A/T_5bp
bolA_Moreira2011	119	0.2	A/T_5bp
bolA_Moreira2011	120	0.2	A/T_5bp
bolA_Moreira2011	121	0.4	A/T_5bp
bolA_Moreira2011	122	0.4	A/T_5bp
bolA_Moreira2011	123	0.6	A/T_5bp
bolA_Moreira2011	124	0.6	A/T_5bp
bolA_Moreira2011	125	0.8	A/T_5bp
bolA_Moreira2011	126	0.6	A/T_5bp
bolA_Moreira2011	127	0.8	A/T_5bp
bolA_Moreira2011	128	0.8	A/T_5bp
bolA_Moreira2011	129	0.8	A/T_5bp
bolA_Moreira2011	130	0.6	A/T_5bp
bolA_Moreira2011	131	0.8	A/T_5bp
bolA_Moreira2011	132	0.8	A/T_5bp
bolA_Moreira2011	133	0.8	A/T_5bp
bolA_Moreira2011	134	0.8	A/T_5bp
bolA_Moreira2011	135	1.0	A/T_5bp
bolA_Moreira2011	136	1.0	A/T_5bp
bolA_Moreira2011	137	1.0	A/T_5bp
bolA_Moreira2011	138	0.8	A/T_5bp
bolA_Moreira2011	139	0.8	A/T_5bp
bolA_Moreira2011	140	0.6	A/T_5bp
bolA_Moreira2011	141	0.6	A/T_5bp
bolA_Moreira2011	142	0.6	A/T_5bp
bolA_Moreira2011	143	0.8	A/T_5bp
bolA_Moreira2011	144	0.8	A/T_5bp
bolA_Moreira2011	145	0.8	A/T_5bp
bolA_Moreira2011	146	0.8	A/T_5bp
bolA_Moreira2011	147	0.8	A/T_5bp
bolA_Moreira2011	148	0.6	A/T_5bp
bolA_Moreira2011	149	0.6	A/T_5bp
bolA_Moreira2011	150	0.8	A/T_5bp
bolA_Moreira2011	151	0.8	A/T_5bp
bolA_Moreira2011	152	0.6	A/T_5bp
bolA_Moreira2011	153	0.6	A/T_5bp
bolA_Moreira2011	154	0.4	A/T_5bp
bolA_Moreira2011	155	0.4	A/T_5bp
bolA_Moreira2011	156	0.4	A/T_5bp
bolA_Moreira2011	157	0.4	A/T_5bp
bolA_Moreira2011	158	0.6	A/T_5bp
bolA_Moreira2011	159	0.6	A/T_5bp
bolA_Moreira2011	160	0.4	A/T_5bp
bolA_Moreira2011	161	0.2	A/T_5bp
bolA_Moreira2011	162	0.4	A/T_5bp
bolA_Moreira2011	163	0.4	A/T_5bp
bolA_Moreira2011	164	0.6	A/T_5bp
bolA_Moreira2011	165	0.8	A/T_5bp
bolA_Moreira2011	166	1.0	A/T_5bp
bolA_Moreira2011	167	0.8	A/T_5bp
bolA_Moreira2011	168	0.6	A/T_5bp
bolA_Moreira2011	169	0.6	A/T_5bp
bolA_Moreira2011	170	0.4	A/T_5bp
bolA_Moreira2011	171	0.2	A/T_5bp
bolA_Moreira2011	172	0.4	A/T_5bp
bolA_Moreira2011	173	0.4	A/T_5bp
bolA_Moreira2011	174	0.2	A/T_5bp
bolA_Moreira2011	175	0.4	A/T_5bp
bolA_Moreira2011	176	0.6	A/T_5bp
bolA_Moreira2011	177	0.6	A/T_5bp
bolA_Moreira2011	178	0.6	A/T_5bp
bolA_Moreira2011	179	0.6	A/T_5bp
bolA_Moreira2011	180	0.6	A/T_5bp
bolA_Moreira2011	181	0.6	A/T_5bp
bolA_Moreira2011	182	0.6	A/T_5bp
bolA_Moreira2011	183	0.8	A/T_5bp
bolA_Moreira2011	184	1.0	A/T_5bp
bolA_Moreira2011	185	1.0	A/T_5bp
bolA_Moreira2011	186	1.0	A/T_5bp
bolA_Moreira2011	187	1.0	A/T_5bp
bolA_Moreira2011	188	1.0	A/T_5bp
bolA_Moreira2011	189	0.8	A/T_5bp
bolA_Moreira2011	190	0.8	A/T_5bp
bolA_Moreira2011	191	0.8	A/T_5bp
bolA_Moreira2011	192	0.6	A/T_5bp
bolA_Moreira2011	193	0.6	A/T_5bp
bolA_Moreira2011	194	0.8	A/T_5bp
bolA_Moreira2011	195	0.8	A/T_5bp
bolA_Moreira2011	196	0.8	A/T_5bp
bolA_Moreira2011	197	0.8	A/T_5bp
bolA_Moreira2011	198	0.6	A/T_5bp
bolA_Moreira2011	199	0.6	A/T_5bp
bolA_Moreira2011	200	0.4	A/T_5bp
bolA_Moreira2011	201	0.2	A/T_5bp
bolA_Moreira2011	202	0.4	A/T_5bp
bolA_Moreira2011	203	0.6	A/T_5bp
bolA_Moreira2011	204	0.6	A/T_5bp
bolA_Moreira2011	205	0.6	A/T_5bp
bolA_Moreira2011	206	0.6	A/T_5bp
bolA_Moreira2011	207	0.6	A/T_5bp
bolA_Moreira2011	208	0.6	A/T_5bp
bolA_Moreira2011	209	0.6	A/T_5bp
bolA_Moreira2011	210	0.6	A/T_5bp
bolA_Moreira2011	211	0.6	A/T_5bp
bolA_Moreira2011	212	0.4	A/T_5bp
bolA_Moreira2011	213	0.4	A/T_5bp
bolA_Moreira2011	214	0.4	A/T_5bp
bolA_Moreira2011	215	0.6	A/T_5bp
bolA_Moreira2011	216	0.8	A/T_5bp
bolA_Moreira2011	217	1.0	A/T_5bp
bolA_Moreira2011	218	0.8	A/T_5bp
bolA_Moreira2011	219	0.6	A/T_5bp
bolA_Moreira2011	220	0.4	A/T_5bp
bolA_Moreira2011	221	0.2	A/T_5bp
bolA_Moreira2011	222	0.0	A/T_5bp
bolA_Moreira2011	223	0.2	A/T_5bp
bolA_Moreira2011	224	0.4	A/T_5bp
bolA_Moreira2011	225	0.4	A/T_5bp
bolA_Moreira2011	226	0.6	A/T_5bp
bolA_Moreira2011	227	0.8	A/T_5bp
bolA_Moreira2011	228	0.8	A/T_5bp
bolA_Moreira2011	229	0.8	A/T_5bp
bolA_Moreira2011	230	1.0	A/T_5bp
bolA_Moreira2011	231	1.0	A/T_5bp
bolA_Moreira2011	232	1.0	A/T_5bp
bolA_Moreira2011	233	1.0	A/T_5bp
bolA_Moreira2011	234	0.8	A/T_5bp
bolA_Moreira2011	235	0.6	A/T_5bp
bolA_Moreira2011	236	0.4	A/T_5bp
bolA_Moreira2011	237	0.4	A/T_5bp
bolA_Moreira2011	238	0.4	A/T_5bp
bolA_Moreira2011	239	0.4	A/T_5bp
bolA_Moreira2011	240	0.4	A/T_5bp
bolA_Moreira2011	241	0.6	A/T_5bp
bolA_Moreira2011	242	0.6	A/T_5bp
bolA_Moreira2011	243	0.4	A/T_5bp
bolA_Moreira2011	244	0.6	A/T_5bp
bolA_Moreira2011	245	0.6	A/T_5bp
bolA_Moreira2011	246	0.6	A/T_5bp
bolA_Moreira2011	247	0.6	A/T_5bp
bolA_Moreira2011	248	0.6	A/T_5bp
bolA_Moreira2011	249	0.6	A/T_5bp
bolA_Moreira2011	250	0.6	A/T_5bp
bolA_Moreira2011	251	0.6	A/T_5bp
bolA_Moreira2011	252	0.4	A/T_5bp
bolA_Moreira2011	253	0.4	A/T_5bp
bolA_Moreira2011	254	0.2	A/T_5bp
bolA_Moreira2011	255	0.4	A/T_5bp
bolA_Moreira2011	256	0.4	A/T_5bp
bolA_Moreira2011	257	0.4	A/T_5bp
bolA_Moreira2011	258	0.6	A/T_5bp
bolA_Moreira2011	259	0.6	A/T_5bp
bolA_Moreira2011	260	0.4	A/T_5bp
bolA_Moreira2011	261	0.2	A/T_5bp
bolA_Moreira2011	262	0.4	A/T_5bp
bolA_Moreira2011	263	0.2	A/T_5bp
bolA_Moreira2011	264	0.2	A/T_5bp
bolA_Moreira2011	265	0.4	A/T_5bp
bolA_Moreira2011	266	0.4	A/T_5bp
bolA_Moreira2011	267	0.4	A/T_5bp
bolA_Moreira2011	268	0.6	A/T_5bp
bolA_Moreira2011	269	0.8	A/T_5bp
bolA_Moreira2011	270	0.8	A/T_5bp
bolA_Moreira2011	271	1.0	A/T_5bp
bolA_Moreira2011	272	1.0	A/T_5bp
bolA_Moreira2011	273	0.8	A/T_5bp
bolA_Moreira2011	274	0.8	A/T_5bp
bolA_Moreira2011	275	0.8	A/T_5bp
bolA_Moreira2011	276	0.6	A/T_5bp
bolA_Moreira2011	277	0.6	A/T_5bp
bolA_Moreira2011	278	0.8	A/T_5bp
bolA_Moreira2011	279	0.6	A/T_5bp
bolA_Moreira2011	280	0.6	A/T_5bp
bolA_Moreira2011	281	0.8	A/T_5bp
bolA_Moreira2011	282	0.8	A/T_5bp
bolA_Moreira2011	283	0.6	A/T_5bp
bolA_Moreira2011	284	0.6	A/T_5bp
bolA_Moreira2011	285	0.6	A/T_5bp
bolA_Moreira2011	286	0.4	A/T_5bp
bolA_Moreira2011	287	0.4	A/T_5bp
bolA_Moreira2011	288	0.4	A/T_5bp
proU_Lucht2014	2	0.8	A/T_5bp
proU_Lucht2014	3	0.6	A/T_5bp
proU_Lucht2014	4	0.4	A/T_5bp
proU_Lucht2014	5	0.2	A/T_5bp
proU_Lucht2014	6	0.4	A/T_5bp
proU_Lucht2014	7	0.4	A/T_5bp
proU_Lucht2014	8	0.6	A/T_5bp
proU_Lucht2014	9	0.8	A/T_5bp
proU_Lucht2014	10	1.0	A/T_5bp
proU_Lucht2014	11	1.0	A/T_5bp
proU_Lucht2014	12	1.0	A/T_5bp
proU_Lucht2014	13	1.0	A/T_5bp
proU_Lucht2014	14	1.0	A/T_5bp
proU_Lucht2014	15	0.8	A/T_5bp
proU_Lucht2014	16	0.8	A/T_5bp
proU_Lucht2014	17	0.6	A/T_5bp
proU_Lucht2014	18	0.4	A/T_5bp
proU_Lucht2014	19	0.4	A/T_5bp
proU_Lucht2014	20	0.4	A/T_5bp
proU_Lucht2014	21	0.4	A/T_5bp
proU_Lucht2014	22	0.6	A/T_5bp
proU_Lucht2014	23	0.6	A/T_5bp
proU_Lucht2014	24	0.6	A/T_5bp
proU_Lucht2014	25	0.8	A/T_5bp
proU_Lucht2014	26	0.6	A/T_5bp
proU_Lucht2014	27	0.6	A/T_5bp
proU_Lucht2014	28	0.6	A/T_5bp
proU_Lucht2014	29	0.6	A/T_5bp
proU_Lucht2014	30	0.4	A/T_5bp
proU_Lucht2014	31	0.6	A/T_5bp
proU_Lucht2014	32	0.6	A/T_5bp
proU_Lucht2014	33	0.8	A/T_5bp
proU_Lucht2014	34	0.6	A/T_5bp
proU_Lucht2014	35	0.8	A/T_5bp
proU_Lucht2014	36	0.6	A/T_5bp
proU_Lucht2014	37	0.6	A/T_5bp
proU_Lucht2014	38	0.4	A/T_5bp
proU_Lucht2014	39	0.6	A/T_5bp
proU_Lucht2014	40	0.6	A/T_5bp
proU_Lucht2014	41	0.6	A/T_5bp
proU_Lucht2014	42	0.4	A/T_5bp
proU_Lucht2014	43	0.6	A/T_5bp
proU_Lucht2014	44	0.6	A/T_5bp
proU_Lucht2014	45	0.6	A/T_5bp
proU_Lucht2014	46	0.8	A/T_5bp
proU_Lucht2014	47	1.0	A/T_5bp
proU_Lucht2014	48	1.0	A/T_5bp
proU_Lucht2014	49	0.8	A/T_5bp
proU_Lucht2014	50	0.6	A/T_5bp
proU_Lucht2014	51	0.4	A/T_5bp
proU_Lucht2014	52	0.2	A/T_5bp
proU_Lucht2014	53	0.2	A/T_5bp
proU_Lucht2014	54	0.2	A/T_5bp
proU_Lucht2014	55	0.4	A/T_5bp
proU_Lucht2014	56	0.6	A/T_5bp
proU_Lucht2014	57	0.8	A/T_5bp
proU_Lucht2014	58	0.6	A/T_5bp
proU_Lucht2014	59	0.6	A/T_5bp
proU_Lucht2014	60	0.6	A/T_5bp
proU_Lucht2014	61	0.4	A/T_5bp
proU_Lucht2014	62	0.4	A/T_5bp
proU_Lucht2014	63	0.6	A/T_5bp
proU_Lucht2014	64	0.8	A/T_5bp
proU_Lucht2014	65	0.8	A/T_5bp
proU_Lucht2014	66	1.0	A/T_5bp
proU_Lucht2014	67	1.0	A/T_5bp
proU_Lucht2014	68	0.8	A/T_5bp
proU_Lucht2014	69	0.8	A/T_5bp
proU_Lucht2014	70	0.6	A/T_5bp
proU_Lucht2014	71	0.4	A/T_5bp
proU_Lucht2014	72	0.2	A/T_5bp
proU_Lucht2014	73	0.2	A/T_5bp
proU_Lucht2014	74	0.2	A/T_5bp
proU_Lucht2014	75	0.4	A/T_5bp
proU_Lucht2014	76	0.6	A/T_5bp
proU_Lucht2014	77	0.8	A/T_5bp
proU_Lucht2014	78	1.0	A/T_5bp
proU_Lucht2014	79	1.0	A/T_5bp
proU_Lucht2014	80	0.8	A/T_5bp
proU_Lucht2014	81	0.6	A/T_5bp
proU_Lucht2014	82	0.4	A/T_5bp
proU_Lucht2014	83	0.4	A/T_5bp
proU_Lucht2014	84	0.4	A/T_5bp
proU_Lucht2014	85	0.6	A/T_5bp
proU_Lucht2014	86	0.6	A/T_5bp
proU_Lucht2014	87	0.8	A/T_5bp
proU_Lucht2014	88	0.8	A/T_5bp
proU_Lucht2014	89	0.8	A/T_5bp
proU_Lucht2014	90	0.6	A/T_5bp
proU_Lucht2014	91	0.8	A/T_5bp
proU_Lucht2014	92	0.6	A/T_5bp
proU_Lucht2014	93	0.6	A/T_5bp
proU_Lucht2014	94	0.6	A/T_5bp
proU_Lucht2014	95	0.8	A/T_5bp
proU_Lucht2014	96	0.8	A/T_5bp
proU_Lucht2014	97	1.0	A/T_5bp
proU_Lucht2014	98	1.0	A/T_5bp
proU_Lucht2014	99	1.0	A/T_5bp
proU_Lucht2014	100	1.0	A/T_5bp
proU_Lucht2014	101	1.0	A/T_5bp
proU_Lucht2014	102	0.8	A/T_5bp
proU_Lucht2014	103	0.8	A/T_5bp
proU_Lucht2014	104	0.8	A/T_5bp
proU_Lucht2014	105	0.6	A/T_5bp
proU_Lucht2014	106	0.6	A/T_5bp
proU_Lucht2014	107	0.8	A/T_5bp
proU_Lucht2014	108	0.8	A/T_5bp
proU_Lucht2014	109	0.6	A/T_5bp
proU_Lucht2014	110	0.8	A/T_5bp
proU_Lucht2014	111	0.6	A/T_5bp
proU_Lucht2014	112	0.4	A/T_5bp
proU_Lucht2014	113	0.4	A/T_5bp
proU_Lucht2014	114	0.6	A/T_5bp
proU_Lucht2014	115	0.6	A/T_5bp
proU_Lucht2014	116	0.8	A/T_5bp
proU_Lucht2014	117	0.8	A/T_5bp
proU_Lucht2014	118	0.6	A/T_5bp
proU_Lucht2014	119	0.6	A/T_5bp
proU_Lucht2014	120	0.4	A/T_5bp
proU_Lucht2014	121	0.4	A/T_5bp
proU_Lucht2014	122	0.4	A/T_5bp
proU_Lucht2014	123	0.6	A/T_5bp
proU_Lucht2014	124	0.4	A/T_5bp
proU_Lucht2014	125	0.4	A/T_5bp
proU_Lucht2014	126	0.2	A/T_5bp
proU_Lucht2014	127	0.2	A/T_5bp
proU_Lucht2014	128	0.2	A/T_5bp
proU_Lucht2014	129	0.4	A/T_5bp
proU_Lucht2014	130	0.6	A/T_5bp
proU_Lucht2014	131	0.8	A/T_5bp
proU_Lucht2014	132	1.0	A/T_5bp
proU_Lucht2014	133	1.0	A/T_5bp
proU_Lucht2014	134	0.8	A/T_5bp
proU_Lucht2014	135	0.8	A/T_5bp
proU_Lucht2014	136	0.6	A/T_5bp
proU_Lucht2014	137	0.4	A/T_5bp
proU_Lucht2014	138	0.2	A/T_5bp
proU_Lucht2014	139	0.2	A/T_5bp
proU_Lucht2014	140	0.2	A/T_5bp
proU_Lucht2014	141	0.4	A/T_5bp
proU_Lucht2014	142	0.6	A/T_5bp
